사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201802,6호선,월곡(동덕여대),4,0,5454,960,10512,3750,34473,6657,41806,22174,22200,15716,16604,12859,15407,11196,17424,13121,17430,13961,15294,15556,15399,15749,16687,18169,18345,21275,24031,31603,14699,32642,10391,20449,9244,18161,7140,17505,3752,12217,743,3392,8,34,0,0,0,0,20180303
201802,6호선,고려대(종암),10,2,2513,764,5563,4145,18622,7614,25373,23958,13879,13643,9760,11168,10553,9567,12761,10235,13441,11022,11564,10765,12148,10141,14987,10994,19819,12600,20045,17311,10549,18496,7520,11960,7498,11893,6570,11596,3293,9312,452,2645,8,48,0,0,0,0,20180303
201802,6호선,안암(고대병원앞),11,0,1843,993,2763,4001,7587,11395,11554,31928,9709,31484,10337,20916,13473,19276,17050,17756,18997,22379,19088,17047,21026,16531,24575,15132,32674,17531,31772,22062,19640,19374,19037,12576,18862,11172,18850,11004,11502,8973,1967,3896,5,203,0,2,0,0,20180303
201802,6호선,보문,0,0,2987,679,5754,2691,17909,6429,28152,17601,15318,9635,10275,7362,9319,6587,10356,7399,10872,7307,9841,7801,9136,8263,10370,9433,11725,11081,15251,16919,9519,17096,6356,11083,5543,10405,5361,11571,3301,7718,498,2869,3,20,0,0,0,0,20180303
201802,6호선,창신,20,1,2120,461,4261,1517,12594,2884,17110,5466,8362,2994,4942,2598,4150,2313,4910,2737,4412,2850,3729,3354,3512,3297,3966,4243,4382,4642,4538,7463,2653,8084,2482,5232,1617,4985,1300,5487,631,3599,84,1187,18,11,10,1,0,0,20180303
201802,6호선,동묘앞,38,1,3433,654,4077,3416,7684,7469,12143,21148,10241,20042,9952,13815,11700,14417,15057,15456,15981,17070,18379,17033,20768,15437,22391,13857,23051,13283,25410,15169,14174,13229,9500,9014,7500,8766,6058,8786,2804,8657,458,2305,11,97,0,5,0,0,20180303
201802,6호선,신당,65,2,6679,1195,5081,4737,6214,10733,10410,35773,10623,22046,7971,12935,10170,10047,12998,8964,11230,12087,12019,9869,12628,8365,15467,8370,18002,11069,23255,13964,15483,19856,12407,9786,12025,6581,11827,6032,6095,9915,983,1871,5,14,0,0,0,0,20180303
201802,6호선,청구,2,0,1328,252,2142,1934,6139,4688,9259,22787,5457,11258,3919,4992,4842,3978,4468,3909,4642,4582,4432,4132,4752,4585,5204,5090,6398,5981,10626,7621,8459,5831,4965,3927,4471,3765,3174,3765,1658,2548,311,918,2,9,0,0,0,0,20180303
201802,6호선,약수,0,0,802,315,1689,1556,3780,3906,6374,14978,4648,8401,4182,5452,4338,4555,5262,4765,5460,4761,5496,5085,5853,4669,6096,5123,7232,5689,10824,7666,7068,5774,4939,3497,5194,2993,4177,2820,2156,2032,364,699,3,5,0,0,0,0,20180303
201802,6호선,버티고개,0,0,606,318,1587,1003,4778,1767,7001,5087,4771,3050,3453,2286,3442,2111,3367,2305,3426,2801,2966,2942,3377,3410,3439,3493,4298,4028,5934,5314,4292,5423,2524,3561,2025,3129,1374,3150,786,2336,111,700,0,13,0,0,0,0,20180303
201802,6호선,한강진,8,0,771,591,1158,5527,3029,15716,4251,28274,3267,22252,2953,12149,3721,11268,4332,12753,5703,15871,6670,14472,10148,13112,15617,13951,20765,15691,26371,21025,19010,16432,16328,4914,21467,3356,24804,2746,7202,1878,552,1608,0,6,0,8,0,0,20180303
201802,6호선,이태원,1,0,14142,1269,10894,6232,12253,10472,17453,22838,13443,23618,12371,19113,13696,22209,17036,28129,20741,31557,24885,30080,26984,32707,30416,37152,34507,45871,41337,58038,36690,53897,34811,33998,41385,28514,45235,24427,28398,21540,4197,7676,108,111,0,2,0,0,20180303
201802,6호선,녹사평(용산구청),4,0,1306,414,2044,3258,4465,8245,8657,15043,6263,8750,5319,6969,5674,8842,7058,10709,7840,13054,8773,12047,9874,12385,12725,13387,15662,16598,20204,19699,13644,16694,12307,8567,14641,6486,14416,5117,7340,4161,870,1352,9,10,0,0,0,0,20180303
201802,6호선,삼각지,3,0,1145,691,2559,4185,5739,10753,9530,22813,7445,9804,5790,7334,7448,6622,9587,7890,11276,8178,11468,7969,12549,7357,15391,6965,20187,7518,24830,10405,12615,7981,8685,5457,8144,5653,7052,6048,4046,4400,582,1225,10,27,0,0,0,0,20180303
201802,6호선,효창공원앞,1,0,2094,617,4318,4429,12949,5890,20885,21434,12809,12716,8534,7926,8342,7248,9421,7214,10539,8495,9156,7657,9366,9055,11043,9159,13181,10602,19814,14802,11216,12866,7135,8418,6024,7295,4848,7518,2447,5172,314,2080,6,8,0,0,0,0,20180303
201802,6호선,공덕,120,0,4637,1901,7359,8300,18609,26932,27394,89573,19499,39749,16316,20659,18525,18109,20195,18440,22131,19890,22314,19154,24858,19310,27897,20811,36943,25231,74922,35829,37625,30372,26381,17055,26921,15422,22054,15459,11971,10333,1786,5173,6,333,0,6,0,0,20180303
201802,6호선,대흥(서강대앞),28,1,2036,1156,4219,4602,11370,9378,17666,31961,11344,17780,9179,11500,8668,9112,11216,11086,11872,11417,11496,10870,12047,10688,12903,11831,17535,12535,23457,17895,12953,14776,8806,8987,9182,8264,8877,8553,3712,6230,635,1735,3,16,0,0,0,0,20180303
201802,6호선,광흥창(서강),1,0,2136,1123,5751,4683,14580,13847,22363,34385,14661,19654,11381,13000,12967,10057,14674,10189,14158,11601,13305,10739,13559,10981,14953,11823,17968,13270,27132,18488,15031,17511,9839,10482,9536,9856,7349,9271,3040,6658,416,1935,1,16,0,0,0,0,20180303
201802,6호선,상수,20,0,3365,760,4664,2674,8689,4904,13545,23967,8975,18967,6867,15403,7620,17373,9393,18934,12008,23036,12799,19674,14222,20100,16200,22201,20161,27442,29995,36448,21941,31086,20835,16677,25972,12632,28019,10382,18124,7836,2922,2485,36,33,0,0,0,0,20180303
201802,6호선,합정,13,1,3386,1313,6122,6968,13857,15983,23579,36441,16591,22992,13321,15589,14982,15417,17328,18137,19316,19915,20471,19866,22020,19277,24943,22342,30697,26294,45813,37704,33590,30123,27567,16929,31998,12923,30290,13092,16960,9536,2826,2896,15,54,0,0,0,0,20180303
201802,6호선,망원,4,0,4851,802,8392,4260,23468,7053,36458,28190,22223,25311,16120,17038,16306,17435,18447,22824,20055,23508,19373,26214,20916,25866,22721,28549,24556,29955,34240,39939,22724,36878,16663,19716,17241,15506,14563,16186,7066,10772,1039,3177,8,46,0,0,0,0,20180303
201802,6호선,마포구청,16,1,5836,2078,11257,7276,31531,12118,45676,31543,27459,17365,18740,12065,17747,11834,17899,14061,18616,15650,17096,15903,18147,17045,19419,19095,21439,20963,32960,30212,18266,28147,11920,19493,11988,17151,9571,17741,4441,11438,631,3469,4,62,0,0,0,0,20180303
201802,6호선,월드컵경기장(성산),1,0,913,1000,2241,1892,7072,4079,9388,10904,5292,8167,5044,7445,6172,8689,7285,10251,8586,12215,9729,11648,11358,11243,13123,10053,12621,9521,13358,12403,7751,10426,6214,6222,5662,5410,5571,4366,2850,2792,512,743,14,22,0,0,0,0,20180303
201802,6호선,디지털미디어시티,50,1,4494,1946,11283,8227,34783,26711,41577,73488,22116,29235,15213,12485,13621,10474,14803,12223,14674,13348,13381,13466,14309,14742,16233,16678,25769,20973,48477,31953,24820,31840,12504,18765,11447,17996,8698,16240,4169,11724,784,4539,9,522,0,0,0,0,20180303
201802,6호선,증산(명지대앞),16,0,6495,565,12534,3559,35434,4383,44118,9446,23563,7252,16278,7577,14169,7048,15269,9722,14990,9831,12602,12042,12293,13811,12533,18614,13483,21224,13786,31942,9035,30735,6697,20038,5463,18070,5167,19333,2333,13358,418,4111,3,611,0,0,0,0,20180303
201802,6호선,새절(신사),0,0,7214,764,15434,4986,44744,6993,55591,14260,27977,10527,19885,8599,17938,9633,19556,11925,18856,13687,16203,14679,15340,17127,16184,20770,18179,24592,16452,37775,10955,38867,7578,26498,6696,22188,5163,23869,2475,16070,381,4848,11,1350,0,7,0,0,20180303
201802,6호선,독바위,8,0,1881,143,4085,657,11010,1465,12704,2853,6726,3268,4597,3363,4025,2689,4147,2823,4240,3360,3622,3292,3397,4100,3409,4792,3360,6115,3321,8900,2113,10188,1360,6052,1052,6212,853,5924,426,4116,107,1608,1,5,0,0,0,0,20180303
201802,6호선,불광,23,0,1347,270,3440,1677,10376,3011,12112,6316,6841,7303,5905,5863,6891,6582,8188,7644,9870,8311,10212,8437,11045,8562,12074,9516,12371,10496,12149,15180,8595,14679,6445,8007,6556,6326,4495,7027,1574,5094,274,1653,5,9,0,0,0,0,20180303
201802,6호선,역촌,3,0,1649,262,4550,1474,13697,2510,14572,6639,7693,4351,5828,3915,5261,3968,6140,5032,6544,5104,5526,5634,5309,5958,5132,7448,5415,8789,5522,13019,3090,13858,2340,8021,2034,7504,1523,7272,666,5966,130,1867,6,17,0,0,0,0,20180303
201802,6호선,응암,0,0,8768,1080,20307,6114,59585,7938,76491,16125,40330,12805,27509,12133,24873,13524,26569,15633,25675,18755,22219,19205,21185,24427,22068,28542,23573,35242,23352,56383,14967,61074,10964,36086,9613,33967,7674,33586,3829,23559,536,8070,11,76,0,7,0,0,20180303
201802,5호선,마천,0,0,4814,192,6478,1992,18653,3114,18891,7006,10395,6255,7485,5805,6886,4959,7486,5638,7644,5779,6484,6260,6198,7509,6399,8571,6249,9783,7205,13864,3652,14395,2475,8856,2205,7671,1377,8002,489,5217,84,2346,4,32,0,0,0,0,20180303
201802,5호선,거여,0,0,3617,373,7629,2514,23713,4716,22717,12393,13831,7391,10256,5010,9461,5060,10043,5997,9685,7153,8866,7798,8217,8907,8111,10705,9591,12839,11832,16395,5967,18069,4217,10897,3977,9849,2790,10100,1093,6352,179,2534,7,31,0,0,0,0,20180303
201802,5호선,개롱,2,0,2960,717,6803,2308,21335,7099,19981,13909,10610,8717,9015,6142,9328,5396,11271,6634,9895,7535,8635,7883,8588,8611,8940,10120,11137,12374,12537,16300,6864,19403,4759,10257,4122,9639,3410,11260,1058,6653,120,2725,0,21,0,0,0,0,20180303
201802,5호선,오금,2,0,861,299,2380,1795,8765,5240,8182,16282,4781,6360,3926,3701,4035,2887,4414,3238,4906,3833,4168,3733,4328,3956,4774,4318,6077,4945,12539,6017,5251,7182,3634,3869,3134,3838,2470,4123,878,3007,123,1242,0,19,0,0,0,0,20180303
201802,5호선,방이,0,0,2114,760,6494,3029,16761,7556,15994,21937,10264,11397,8475,7897,8252,6889,9269,8410,10034,9887,9423,9534,9832,9666,10401,11288,12883,14706,19426,17799,10762,17781,8304,9761,9054,8361,10399,7460,2286,5788,238,1758,2,15,0,0,0,0,20180303
201802,5호선,올림픽공원(한국체대),0,0,688,635,4531,4279,10267,6293,11051,13483,7193,8497,5918,6738,6254,6291,7700,7632,7609,10895,7432,8614,10278,7920,10748,7839,11630,8008,11821,10179,7097,9782,7653,5773,4263,4938,5888,4358,1070,3674,81,893,0,7,0,0,0,0,20180303
201802,5호선,둔촌동,0,0,3081,283,8692,5102,25242,10212,29831,22329,16179,13467,11837,10703,12079,10356,13778,10883,14225,12525,14319,13003,14502,13935,14315,15364,16914,17853,21163,26345,12428,26110,8649,15290,8285,12735,6585,12579,2606,8503,324,1680,1,6,0,0,0,0,20180303
201802,5호선,상일동,1,0,4294,1955,16464,14706,58640,7894,48595,12891,23061,7102,16180,5578,14269,6437,14909,7656,14246,8502,11947,9786,11990,11757,16831,14223,22515,16945,16441,28941,7131,34410,4546,21689,3394,17752,2162,16938,871,13517,95,3078,1,987,0,5,0,0,20180303
201802,5호선,고덕,1,0,3405,1145,10946,4674,30045,8737,25941,13465,14360,12568,12733,10272,13945,9672,15962,9434,14281,11947,14195,12153,15228,11937,15690,13291,17363,14111,14265,24139,8299,26013,6603,15206,5656,13238,4947,13165,1978,8569,225,2652,2,418,0,8,0,0,20180303
201802,5호선,명일,2,0,3353,473,10013,4234,27588,4636,27040,9255,14697,8355,12774,8413,12525,7990,13549,8820,13600,9931,11671,10795,11829,11842,11124,13888,11915,16893,11425,25002,6686,28011,5176,14796,4774,13105,3609,13823,1256,8651,231,3019,0,60,0,5,0,0,20180303
201802,5호선,굽은다리(강동구민회관앞),0,0,4831,531,11264,2378,32514,4980,36182,11667,18513,10043,14394,7802,13665,7882,14560,9254,14984,10566,13126,11624,12356,12942,12597,14882,13843,18816,14690,26303,8854,30455,6684,16565,7280,15941,5833,16208,1799,10241,288,3427,6,17,0,7,0,0,20180303
201802,5호선,길동,2,0,3831,509,7625,2846,20823,4384,27174,13803,14132,10128,11000,7732,10075,7307,11133,8623,12008,9452,10941,10273,10183,12235,10365,13839,12327,16510,14586,23996,8296,24587,6068,13991,5395,12135,4177,10376,1699,7349,243,2667,4,19,0,0,0,0,20180303
201802,5호선,강동,10,0,8390,956,19529,10447,57691,16546,74838,31568,39592,20261,28014,16335,26095,15457,26780,17619,26828,18872,23790,19945,24433,21934,25183,25737,33908,30420,38261,44958,23167,45909,14337,29272,12813,27723,9832,27042,4343,18209,609,7742,4,55,0,0,0,0,20180303
201802,5호선,천호(풍납토성),10,0,5827,1088,9798,11289,24257,19135,33337,36131,22265,34616,22341,26388,24936,27861,29574,30558,31890,34381,32907,34460,37690,35271,41309,36743,46277,42057,53014,58004,38504,52044,35308,28435,27860,24352,23544,22323,11626,14194,1904,4710,18,61,0,1,0,0,20180303
201802,5호선,광나루(장신대),0,0,3864,1273,12199,6635,35757,12711,46139,29657,26309,18516,18136,15834,17292,13211,18535,14629,20001,16041,19108,15573,19205,16643,20602,18872,23275,22786,29658,32463,16632,28836,11862,18521,13939,16596,10141,16756,3260,10792,394,2790,6,8,0,0,0,0,20180303
201802,5호선,아차산(어린이대공원후문),11,0,6827,831,13118,5546,36555,9174,58029,22692,29208,16789,18952,15558,18323,13717,22138,15821,24289,16803,21902,17339,20306,19209,21730,21680,23324,26769,23691,41028,15536,38792,10210,24192,9444,21801,7126,21001,3319,13428,483,3960,6,44,0,0,0,0,20180303
201802,5호선,군자(능동),36,0,5246,809,9302,6068,28707,7808,44431,22857,19679,15970,12889,11808,11199,11831,12936,13061,13733,14802,12709,16745,12275,18307,13205,22425,16593,29509,21987,44615,14496,40402,10483,23406,11098,20819,9830,20007,5201,13847,856,6226,21,1267,0,20,0,0,20180303
201802,5호선,장한평,1,0,5198,711,14053,8347,41777,18338,60141,65242,30177,29004,21433,19638,20061,19806,21625,19237,21892,23024,21265,21717,23228,21739,27504,23980,34263,30576,57409,46090,36215,44488,16734,26998,14430,23524,10890,22140,4875,14888,641,4764,2,163,0,3,0,0,20180303
201802,5호선,답십리,4,0,7970,967,16229,8131,45739,11669,68612,32295,33380,16300,20959,13071,18987,12555,20310,14856,20528,18324,18914,19108,19190,19348,22489,21503,26855,28163,33163,43976,20098,41194,12425,24903,10897,23188,8397,22895,3942,15136,480,4691,5,46,0,9,0,0,20180303
201802,5호선,왕십리(성동구청),38,1,1775,321,2251,2090,4938,4780,8466,17926,5069,9189,4732,6977,5034,7494,6199,8468,6900,9168,7612,8781,8116,8936,8592,9806,10475,10898,14880,17063,9074,13183,8127,6725,9153,5502,7720,4980,3789,3345,618,1897,10,270,0,6,0,0,20180303
201802,5호선,행당,1,0,3676,835,9832,2176,28647,4231,40024,8468,19797,7011,13071,5616,11721,5750,11914,7220,12165,8584,10048,9024,9345,10938,8983,12139,10389,15153,10622,25480,7068,22983,5150,13843,4162,13244,3555,13098,1184,8299,203,2681,3,14,0,1,0,0,20180303
201802,5호선,신금호,8,0,2366,404,5059,3390,15533,5734,22262,11230,12294,6941,8311,5697,7906,5033,8226,6005,9072,6732,7831,7486,7682,8566,9061,9766,9677,11746,10078,18035,7116,15984,4430,9342,3938,9302,3210,8352,1249,5799,203,1979,2,22,0,0,0,0,20180303
201802,5호선,청구,9,0,1258,167,2529,1514,6010,3035,10454,12848,6859,7076,5176,3773,5894,3608,5288,3861,5921,4262,5412,4220,5481,4836,5852,5417,6441,5977,11187,8960,8784,8295,5175,4978,4452,4853,3211,4824,1792,3418,320,1044,0,12,0,0,0,0,20180303
201802,5호선,동대문역사문화공원,0,0,164,247,446,2710,817,8587,1873,29759,1940,10197,2344,4036,3114,3201,2509,2990,2467,3466,2865,3227,3535,2753,4074,2678,7299,2816,18018,2997,9675,2376,4992,1554,4255,1794,2940,1824,1214,1249,276,369,5,12,0,0,0,0,20180303
201802,5호선,을지로4가,1,0,293,168,565,4198,1129,9283,1462,35387,2166,18509,2882,11097,4190,9625,4928,8993,6325,8495,7573,8244,9058,6883,10186,5814,14007,4847,26423,4413,15710,2420,7566,1297,5872,1152,4264,922,1990,652,345,230,1,3,0,0,0,0,20180303
201802,5호선,종로3가,16,2,1403,275,2163,4326,3364,10860,5100,40034,6052,35921,7953,28740,11755,30326,17289,32295,21909,33846,25606,29536,30460,25871,34873,23534,40048,23555,55281,28111,40873,18109,31165,8397,34174,6644,30371,5460,14732,3816,1910,1340,42,28,0,0,0,0,20180303
201802,5호선,광화문(세종문화회관),22,0,1085,822,3209,22005,9418,87498,13829,268565,13217,104198,14339,47899,21799,50333,26377,48663,38589,55865,46278,49144,56929,40482,70051,37298,99137,41187,213992,52088,100279,33462,66909,11900,74979,8355,53973,6309,19620,3784,2463,1146,4,14,0,0,0,0,20180303
201802,5호선,서대문,2,0,2538,717,5425,9987,14538,42974,21639,124625,15093,38060,14605,21644,17893,17687,18193,17231,18956,21502,21594,17623,23904,15534,28345,15281,38119,18056,89560,24254,33934,19340,23441,10518,22987,10217,15190,9193,6661,5561,809,1689,7,37,0,0,0,0,20180303
201802,5호선,충정로(경기대입구),1,0,921,279,1729,1456,4650,7037,6831,28169,4447,14237,3532,4853,4234,3680,4938,3676,5660,4508,5647,4162,6160,4381,5965,4494,9055,4689,24651,8001,9589,5997,5582,3899,5366,4015,3568,3833,1626,2688,269,711,2,82,0,0,0,0,20180303
201802,5호선,애오개,1,0,2065,432,5091,2899,16782,7522,24533,30002,12076,12445,8404,7378,8668,6388,9525,6589,10115,7678,9101,7993,9619,8456,9529,9006,11617,11080,21841,19379,9920,16280,6893,9871,6322,9118,4674,9218,1797,5810,231,2875,5,479,0,2,0,0,20180303
201802,5호선,공덕,6,0,1822,658,4802,6291,16255,23182,25153,75839,12686,33589,10817,14940,12621,14374,14296,13304,16609,15229,16719,13866,17800,14357,19540,15521,27010,19990,57602,37783,27658,25911,19087,13367,20216,11381,16120,10502,7877,6817,1077,1975,10,11,0,0,0,0,20180303
201802,5호선,마포,23,0,2370,1110,7263,5640,23141,17951,33303,65865,17625,33223,13555,15674,14372,14221,15862,13899,18848,15254,17276,15172,18474,15145,18969,16783,25852,21758,53011,39816,24523,30045,17734,16671,19501,14072,15811,13071,7412,8672,946,2574,8,17,0,0,0,0,20180303
201802,5호선,여의나루,1,0,808,1317,2152,7685,4519,22324,7019,55458,5326,12186,4630,8538,5418,7348,7162,8232,7210,8868,8818,8901,10371,7987,13026,8259,20360,8771,42504,10447,18975,8001,11835,5028,9798,3690,6351,3152,1989,1985,194,716,0,3,0,1,0,0,20180303
201802,5호선,여의도,8,0,2268,1952,3881,19625,8622,111579,12789,187156,10274,56956,10151,23021,15056,23946,15057,22781,20026,25518,22320,20786,28450,19481,33760,20243,61074,22163,154582,31802,66081,20286,41994,9373,43833,7664,31877,6580,11647,4175,1523,2406,6,19,0,7,0,0,20180303
201802,5호선,신길,5,0,1503,334,2816,1624,8447,4223,12951,14488,4654,5984,3135,3074,2882,2869,3427,2823,3772,3897,3116,3394,3332,3611,3917,4032,5474,6645,10420,10911,4434,8030,2843,5416,2959,5647,1941,5596,1137,3912,174,1045,2,6,0,0,0,0,20180303
201802,5호선,영등포시장,0,0,2145,913,4164,4664,14379,10880,19248,35317,9730,18198,8130,14406,8962,14122,10630,16106,11939,20508,12622,18598,16152,14594,19676,13584,23437,14677,33630,20581,17552,15765,11792,9245,10011,8349,7572,7660,3446,5248,383,1430,4,9,0,0,0,0,20180303
201802,5호선,영등포구청,3,0,704,398,1719,1558,6111,4070,9055,18210,3851,9114,3350,4698,3853,3665,4114,3601,4599,4337,4559,4408,5058,4331,5245,4282,7012,4505,13771,8810,6395,6093,4257,3686,3739,3081,3048,3171,1395,1983,188,448,1,3,0,0,0,0,20180303
201802,5호선,양평,1,0,1867,586,4994,2525,17183,7335,20762,33875,8937,13567,6506,5499,6285,5046,6850,5257,7287,5848,6769,5862,7295,6546,7684,7188,10816,8512,26482,15297,10686,13816,6280,8329,5301,7857,3513,7924,1749,5275,224,1655,3,16,0,0,0,0,20180303
201802,5호선,오목교(목동운동장앞),1,0,4186,1912,13338,7668,44061,19794,52969,70245,27926,55633,22468,31112,25113,31379,28451,35258,31477,39876,33530,37848,37651,38806,42301,41875,49463,48332,74166,72155,44790,60481,44667,31897,36130,26519,30455,25446,10928,16691,1572,4635,19,41,0,0,0,0,20180303
201802,5호선,목동,0,0,6516,1408,17703,5535,57057,11523,68603,24880,32469,21179,24218,15845,23278,15581,24686,17707,24399,22179,22306,23393,22455,25502,23176,29888,27183,37332,31321,64452,18921,62971,14710,36022,14253,32548,15505,30769,6226,19901,874,6224,3,49,0,0,0,0,20180303
201802,5호선,신정(은행정),17,0,9567,736,19665,3534,59875,6152,76880,13456,35229,9080,20490,7118,17734,7484,17948,8915,17757,10874,14179,12359,12596,15686,13511,18912,14659,22869,17807,37519,10558,37302,6580,25082,5492,23901,4383,22510,2100,15798,284,4515,3,46,0,0,0,0,20180303
201802,5호선,까치산,86,0,20122,1069,35815,8422,116520,9505,145298,20968,69621,19384,44829,17987,41221,19568,42985,23524,40821,27295,35071,32703,31645,40041,32617,48725,33740,58858,34677,98273,23375,102602,16732,67485,15035,60618,11951,56236,6342,37654,989,10848,12,532,0,5,0,0,20180303
201802,5호선,화곡,44,0,18606,1327,34225,8594,106598,12432,135114,27290,65798,22723,42874,18478,40422,19044,42239,22003,40046,25639,35243,29520,32758,35864,35027,43367,36432,54615,40269,97965,24949,98015,18234,61889,16437,52212,12994,51547,5989,33296,752,9723,13,77,0,0,0,0,20180303
201802,5호선,우장산,0,0,5582,902,19159,4055,53312,9874,53766,17674,29380,14033,22365,11916,23010,12280,25218,14426,24427,17803,21134,19551,21348,22442,21426,25635,21766,28772,20400,45285,12872,48391,9244,30028,8168,26613,6576,26677,2754,18310,366,4862,6,23,0,0,0,0,20180303
201802,5호선,발산,4,0,2979,2692,8052,19657,24967,21328,26882,64118,13605,30688,12243,17010,14253,18704,17306,20047,19724,20286,21805,19248,24857,18671,30977,20604,41187,24315,57721,36493,31401,33668,23569,17359,24296,13903,20568,12317,8116,7663,1015,2967,2,28,0,0,0,0,20180303
201802,5호선,마곡,1,0,2206,1553,7127,6888,24579,10739,23707,27871,11586,9914,8120,4622,7673,3624,8252,5067,8064,5561,7211,5843,7864,6413,10775,7788,20492,9584,22722,14308,11173,16696,6781,9891,5254,8980,4623,9754,1652,6272,288,2725,4,22,0,1,0,0,20180303
201802,5호선,송정,4,0,3579,1475,8188,6002,25750,8969,28272,14742,18104,8316,14709,7845,13581,8316,12830,8781,12465,9697,11435,11021,11340,13052,12367,14899,15454,17777,18200,25649,11453,25361,7524,16481,7216,14458,6354,13341,3251,8460,465,2699,5,18,0,4,0,0,20180303
201802,5호선,김포공항,1,0,477,2439,1849,7048,7397,11679,8751,13615,7593,9932,6592,10472,8402,12506,9662,14422,11973,14245,14143,14728,15975,13757,16263,14461,19689,14787,25775,15977,20140,11613,16477,5234,14440,3410,13281,2163,5024,1128,384,443,6,11,0,2,0,0,20180303
201802,5호선,개화산,0,0,3296,59,6831,3636,20399,5617,18732,15903,10095,6197,7629,4688,7307,4609,7881,5706,7570,5918,7033,6141,7190,7081,7799,8037,10093,9498,14740,13574,7300,14625,4331,9946,3403,9215,3132,8473,972,5752,140,2112,4,184,0,1,0,0,20180303
201802,5호선,방화,3,0,4478,15,10181,3118,28206,3998,24721,11772,14147,6409,11454,5265,10685,5521,12110,6585,10948,7502,10549,8009,9354,9702,9841,11288,9945,12816,11308,17678,5539,21877,3930,14678,3214,12759,2585,12814,1137,8894,184,3218,3,330,0,11,0,0,20180303
201802,4호선,남태령,10,0,470,43,935,739,6617,1931,14281,3605,7190,1959,3982,1085,3780,1104,4004,1282,3818,1071,3165,1203,2938,1328,3231,1396,5861,1676,7612,1926,3636,2445,1086,1191,701,1045,408,911,184,600,43,258,0,14,0,0,0,0,20180303
201802,4호선,사당,99,5,9733,918,22765,14269,64741,20144,81940,34342,59153,28467,42718,22618,37641,27077,39597,29985,41251,27576,40029,27167,37033,30402,35816,37726,39147,53622,46484,84259,36772,71435,31355,37624,35334,32945,32381,31498,18093,21728,2498,8283,11,1002,1,8,0,0,20180303
201802,4호선,총신대입구(이수),32,1,5668,795,15045,8744,42175,14692,60635,40405,37429,33954,27380,25280,27857,25317,29926,28527,32402,32691,30781,34296,31731,37377,31471,43122,34074,50866,43112,75368,29126,63887,24474,34816,23480,31572,21847,28237,11440,17914,1794,4986,22,239,0,0,0,0,20180303
201802,4호선,동작(현충원),11,1,298,188,1133,1463,4126,2366,5977,5271,4066,3281,3139,2800,3205,2458,3294,2958,3238,3395,3259,3458,3293,3573,3710,3634,3958,3953,5221,5089,2458,4341,1664,2831,1677,2460,1164,2227,390,1589,88,706,3,55,0,1,0,0,20180303
201802,4호선,이촌(국립중앙박물관),75,29,996,688,4311,6521,12109,13949,16056,26186,11741,21746,9197,17362,11250,14913,15020,16178,15883,20254,16124,18472,19168,16257,24325,14711,25949,15153,27987,20001,12798,16702,8747,9714,8498,8548,5093,8263,1920,5376,250,1814,4,17,0,0,0,0,20180303
201802,4호선,신용산,6,0,1154,955,3724,9215,9879,25664,14962,87701,12845,47351,11460,23327,13796,19939,14956,19398,18423,20946,18840,21620,22983,21526,26970,21312,34915,22975,76963,26789,44459,20152,28927,12664,23469,9957,18394,7794,9450,4526,1309,1397,17,8,1,0,0,0,20180303
201802,4호선,삼각지,16,10,545,442,1642,4034,4674,10393,7213,25170,5043,12417,3941,8277,4567,8467,5916,8715,7287,8192,7211,7411,7223,7166,7464,7400,11045,8417,21932,11282,11276,8640,7526,5529,7084,4868,5587,4509,2647,3484,346,1301,2,48,0,0,0,0,20180303
201802,4호선,숙대입구(갈월),5,0,2774,592,6622,6086,14944,18199,25206,54210,18902,31511,16038,18896,17513,16626,20136,18063,21796,21102,21929,19448,22151,19861,26113,20461,32549,24766,51736,34049,28348,27491,20954,16847,20958,15713,17749,15326,9388,10458,1430,2915,8,19,0,0,0,0,20180303
201802,4호선,서울역,174,4,4080,841,5839,12656,10669,31114,15460,90485,12359,43656,12300,24828,13654,26235,15583,29702,16151,30482,15597,30842,17395,33752,19222,36331,29542,39662,67633,41862,28554,34798,18087,24002,17151,23274,12936,19501,6631,11373,987,4755,25,421,0,8,0,0,20180303
